Business Name,UBI#,Business Type,Principal Office Address,Registered Agent Name,Status
"R. C. PAINTING & SONS, INC.",602 849 048,WA PROFIT CORPORATION,"9225 151ST AVE NE, REDMOND, WA, 98052-3511, UNITED STATES","AB SERVICE COMPANY, LLC",Active
"R. D. JACKSON CONSTRUCTION, INC.",601 056 493,WA PROFIT CORPORATION,,ROBERT D JACKSON,Inactive
"R. D. WILSON CO., INC.",600 274 841,WA PROFIT CORPORATION,,MRS D J WILSON-MILLER,Inactive
"R. DONALD CALLISON, M.D., P.S.",600 518 116,WA PROFESSIONAL SERVICE CORPORATION,,R D CALLISON MD,Inactive
"R. E. ANDERSON DENTAL LABORATORY, INC.",600 002 741,WA PROFIT CORPORATION,"1915 DIVISION, SPOKANE, WA, 99207, UNITED STATES",GREGORY ANDERSON,Administratively Dissolved
"R. E. ANDERSON I, LLC",602 170 167,WA LIMITED LIABILITY COMPANY,"1301 SPRING ST #10A, SEATTLE, WA, 98104, UNITED STATES",THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON II, LLC",602 170 173,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON III, LLC",602 170 172,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON IV, LLC",602 170 164,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON IX, LLC",602 170 166,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON V, LLC",602 170 163,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON VI, LLC",602 170 170,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON VII, LLC",602 170 168,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON VIII, LLC",602 170 156,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON X, LLC",602 170 171,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON XI, LLC",602 182 208,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
"R. E. ANDERSON, LLC",602 170 155,WA LIMITED LIABILITY COMPANY,,THOMAS L HUMPHREYS II,Inactive
R. E. NELSON CO.,328 049 578,WA PROFIT CORPORATION,"604 W 23RD, SPOKANE, WA, 99203, UNITED STATES",NANCY L HARRIS,Active
"R. E. REDMAN & SONS, INC.",601 106 373,WA PROFIT CORPORATION,,RAY E REDMAN JR,Inactive
"R. G. JOHNSON FINANCIAL PLANNING, LLC",604 473 691,WA LIMITED LIABILITY COMPANY,"34403 THOMAS RD E, EATONVILLE, WA, 98328-8695, UNITED STATES",RACHEL JOHNSON,Active
"R. G. PETERSON, INC.",601 539 944,WA PROFIT CORPORATION,,ROY F KUSSMANN,Administratively Dissolved
R. GIBSON ENTERPRISES LLC,604 437 128,WA LIMITED LIABILITY COMPANY,"3339 HIGHWAY 25 N LOT 71, NORTHPORT, WA, 99157, UNITED STATES",R. GIBSON ENTERPRISES,Active
"R. GLEASON PAINTING & DECORATING, CO., INC.",601 947 637,WA PROFIT CORPORATION,"14497 FRYELANDS BLVD SE, MONROE, WA, 98272, UNITED STATES",ROBERT G MCGOWAN JR,Active
"R. H. EMMERSON & SON, LLC",602 761 233,FOREIGN LIMITED LIABILITY COMPANY,"19794 RIVERSIDE AVE, ANDERSON, CA, 96007, UNITED STATES",CORPORATION SERVICE COMPANY,Active
R. H. LARSON COMPANY LLC,602 543 938,WA LIMITED LIABILITY COMPANY,"11711 SE 8TH STREET, SUITE 310, BELLEVUE, WA, 98005, UNITED STATES",JOHN O'NEIL,Administratively Dissolved
R. HARRISON ENTERPRISES L.L.C.,602 264 101,WA LIMITED LIABILITY COMPANY,"18423 COOK RD SE, YELM, WA, 98597-8640, UNITED STATES",DONNA V HARRISON,Active
"R. HENDRICKSON ENTERPRISES, INC.",601 717 108,WA PROFIT CORPORATION,"3 192ND ST SW, BOTHELL, WA, 98012-9664, UNITED STATES",ROY WILLIAM HENDRICKSON,Active
"R. J. ATKINSON, INC.",600 265 851,WA PUBLIC UTILITY CORPORATION,,RICHARD J ATKINSON,Administratively Dissolved
"R. J. WILSON FAMILY ENTERPRISE, LLC",602 458 201,FOREIGN LIMITED LIABILITY COMPANY,"2490 EDGEWOOD AVE, SALEM, OR, 97303, UNITED STATES",MARGARET E BROWN ESQ.,Terminated
R. JAMES ERICKSON FAMILY LIMITED PARTNERSHIP,601 668 402,WA LIMITED PARTNERSHIP,"2015 BROADWAY, EVERETT, WA, 98201, UNITED STATES",CLAYTON P ERICKSON,Active
"R. JOHNSON CONSTRUCTION, INC.",601 923 728,WA PROFIT CORPORATION,,CHRIS HOLLEY,Inactive
"R. JOHNSON LANDSCAPING, LLC",603 622 712,WA LIMITED LIABILITY COMPANY,"5945 201ST LN SE, TENINO, WA, 98589-9447, UNITED STATES","R. JOHNSON LANDSCAPING, LLC",Active
R. K. JOHNSON LLC,603 095 321,WA LIMITED LIABILITY COMPANY,"21421 E QUEEN AVE, OTIS ORCHARDS, WA, 99027, UNITED STATES",ROBERT JOHNSON,Administratively Dissolved
"R. K. PETERSON FISHERIES, INC.",601 359 170,WA PROFIT CORPORATION,,RONALD K PETERSON,Inactive
R. K. ROBINSON MASONRY INC.,601 398 126,WA PROFIT CORPORATION,,RONALD E ROBINSON,Inactive
"R. L. & C. THOMPSON PROPERTIES, LLC",602 619 679,WA LIMITED LIABILITY COMPANY,"18021 161ST CT SE, RENTON, WA, 98058, UNITED STATES",R CAMERON THOMPSON,Inactive
"R. L. SCOTT & SON, INC.",602 085 855,WA PROFIT CORPORATION,,ROBERT L SCOTT,Inactive
"R. L. WILSON, CUSTOM LOG PRODUCTS, LLC",602 634 656,WA LIMITED LIABILITY COMPANY,"14415 EVERGREEN WAY, STANWOOD, WA, 98292, UNITED STATES",RALPH WILSON,Inactive
R. M. WATSON CO. LLC,602 598 160,WA LIMITED LIABILITY COMPANY,"2025 1ST AVE, STE. 400, SEATTLE, WA, 98121-2100, UNITED STATES",JOHN YOUNG,Active
"R. MARKEY & SONS, INC.",604 410 595,FOREIGN PROFIT CORPORATION,"635 TEXAS ST STE A, SAN FRANCISCO, CA, 94107-2940, UNITED STATES","INCORPORATING  SERVICES, LTD",Active
"R. MATTSON & ASSOCIATES, INC.",602 904 652,WA PROFIT CORPORATION,"22222 6TH AVE S STE 5, DES MOINES, WA, 98198, UNITED STATES",RODNEY MATTSON,Administratively Dissolved
"R. NELSON ASSOCIATES, LTD",602 068 773,WA PROFIT CORPORATION,,RICHARD C NELSON,Inactive
"R. NELSON CONSTRUCTION, INC.",601 394 138,WA PROFIT CORPORATION,,RICHARD NELSON,Inactive
R. NELSON FAMILY L.L.C.,603 062 440,WA LIMITED LIABILITY COMPANY,"39403 ORCHARD RD E, DAVENPORT, WA, 99122, UNITED STATES",JOSEPH COPPERSMITH,Administratively Dissolved
"R. NELSON FARMS, L.L.C.",601 852 316,WA LIMITED LIABILITY COMPANY,,ROGER F NELSON,Inactive
"R. NILSON DPM, P.S.",601 438 617,WA PROFESSIONAL SERVICE CORPORATION,"24300 33RD CT W, BRIER, WA, 98036-8465, UNITED STATES",REX Z NILSON,Active
"R. P. MORRISON PROPERTIES, LLC",602 528 512,WA LIMITED LIABILITY COMPANY,"3112 S WASHINGTON ST, SEATTLE, WA, 98144-2533, UNITED STATES",ROBERT  MORRISON,Active
R. PATTERSON PROPERTIES LLC,603 476 025,WA LIMITED LIABILITY COMPANY,"2704 E EVERGREEN BLVD, VANCOUVER, WA, 98661-4905, UNITED STATES",HORENSTEIN LAW GROUP PLLC,Active
R. R. DONNELLEY & SONS COMPANY,600 410 676,FOREIGN PROFIT CORPORATION,"35 W WACKER DR, CHICAGO, IL, 60601-1723, UNITED STATES",C T CORPORATION SYSTEM,Active
R. RIMPSON INC.,602 176 042,WA PROFIT CORPORATION,,RODNEY KELLEY,Inactive
"R. SCOTT HUTCHISON, INC., P.S.",602 080 410,WA PROFESSIONAL SERVICE CORPORATION,,R SCOTT HUTCHISON,Administratively Dissolved
"R. STANLEY ROBINSON, M.D., P.S.",000 019 460,WA PROFESSIONAL SERVICE CORPORATION,,R STANLEY ROBINSON MD,Inactive
R. SWENSON CONSTRUCTION INC.,602 530 082,FOREIGN PROFIT CORPORATION,"19550 SE JACOBY RD, SANDY, OR, 97055, UNITED STATES",CHAD BRADLER,Terminated
"R. TAYLOR & SON, INC.",602 087 790,WA PROFIT CORPORATION,,RAWLEY ROUNDS TAYLOR,Inactive
"R. THOMAS OLSON, P.C.",602 169 151,WA PROFESSIONAL SERVICE CORPORATION,,MN SERVICE CORPORATION (WA),Inactive
"R. THORESON HOMES, LLC",602 594 993,WA LIMITED LIABILITY COMPANY,"1429 AVENUE D # 201, SNOHOMISH, WA, 98290-1742, UNITED STATES",TARO KUSUNOSE,Active
"R. W. WILKINSON, INC.",601 993 999,WA PROFIT CORPORATION,,CINDY WILKINSON,Inactive
R. WHITE & SONS LLC.,604 282 297,WA LIMITED LIABILITY COMPANY,"15152 65TH AVE S, 805, TUKWILA, WA, 98188-2526, UNITED STATES",R. WHITE & SONS,Active
"R. WILSON CONSTRUCTION, INC.",602 085 360,FOREIGN PROFIT CORPORATION,"1135 E 8TH ST, PO BOX 87, PALOUSE, WA, 99161, UNITED STATES",DEBBIE HUFFMAN,Terminated
R.A. CARLSON INC.,601 226 774,WA PROFIT CORPORATION,,RICHARD A CARLSON,Inactive
"R.A. HANSON COMPANY, LLC",603 064 986,WA LIMITED LIABILITY COMPANY,"15807 E INDIANA AVE, SPOKANE VALLEY, WA, 99216, UNITED STATES",ROBERT J BOYLE,Active
"R.A. JOHNSON CO., INC.",601 213 359,WA PROFIT CORPORATION,,RICHARD A JOHNSON,Inactive
"R.A. JOHNSON CONSTRUCTION, INC.",601 922 458,WA PROFIT CORPORATION,"11320 - 92ND STREET SE, SNOHOMISH, WA, 98290, UNITED STATES",RANDY JOHNSON,Active
"R.A. JOHNSON PROPERTIES, LLC",602 196 864,WA LIMITED LIABILITY COMPANY,"8486 W GAGE BLVD, UNIT D, KENNEWICK, WA, 99336-1137, UNITED STATES",ROBERT A JOHNSON,Active
"R.A. NELSON, INC.",601 806 889,WA PROFIT CORPORATION,,REID A NELSON,Inactive
"R.A. ROTH CONSTRUCTION & SON, INC.",601 752 684,FOREIGN PROFIT CORPORATION,"9641 SE CARRINGTON LN, HAPPY VALLEY, OR, 97086, UNITED STATES",ROBYN ELLENSOHN,Active
"R.D. OLSON MFG., INC.",600 532 235,WA PROFIT CORPORATION,"1807 BAKER WAY, KELSO, WA, 98626, UNITED STATES",ROGER D OLSON,Active
R.E. BERGESON CONSTRUCTION LLC,603 211 728,FOREIGN LIMITED LIABILITY COMPANY,"19472 WESTLING DR, OREGON CITY, OR, 97045, UNITED STATES",DAVID CONE,Terminated
"R.E. OLSON ENTERPRISES, INC.",600 362 840,WA PROFIT CORPORATION,"305 FREEWAY DR, MOUNT VERNON, WA, 98273, UNITED STATES",STANTON OLSON,Administratively Dissolved
"R.E. ROBINSON, LLC",602 595 116,WA LIMITED LIABILITY COMPANY,"1050 15TH AVE, LONGVIEW, WA, 98632, UNITED STATES",BRIAN W ROBINSON,Administratively Dissolved
R.F. JAMESON COMPANY,601 540 335,WA PROFIT CORPORATION,,RAIMOND F JAMESON,Administratively Dissolved
"R.G. BESONSON, INC.",602 112 332,WA PROFIT CORPORATION,,RICHARD BESONSON,Inactive
R.G. ROBINSON FAMILY LLC,602 069 544,WA LIMITED LIABILITY COMPANY,,,Administratively Dissolved
"R.H. CLARKSON FINANCIAL SERVICES, INC.",602 294 699,FOREIGN PROFIT CORPORATION,"401 W MAIN ST, SUITE 1500, LOUISVILLE, KY, 40202-2927, UNITED STATES",CORPORATION SERVICE COMPANY,Active
R.H. PETERSON CO.,602 052 253,FOREIGN PROFIT CORPORATION,"1221 W 103RD ST, KANSAS CITY, MO, 64114",CARL ERIC SMITHERS,Terminated
R.HARRISON L.L.C.,602 590 431,WA LIMITED LIABILITY COMPANY,"102 E BALDWIN AVE, SPOKANE, WA, 99207-2240, UNITED STATES",RAWLEY HARRISON,Active
"R.J. & SON EXCAVATING, INC.",602 468 508,WA PROFIT CORPORATION,"1954 OLD NACHES HWY, YAKIMA, WA, 98908, UNITED STATES",ROBERT D JENNERJOHN,Active
R.J. AND CAROL DICKSON FAMILY LIMITED PARTNERSHIP II,601 829 219,WA LIMITED PARTNERSHIP,"4813 BELVEDERE AVE, EVERETT, WA, 98203, UNITED STATES",JOHN DICKSON,Administratively Dissolved
R.J. AND CAROL DICKSON GRANDCHILDREN'S FAMILY LIMITED PARTNERSHIP,602 886 547,WA LIMITED PARTNERSHIP,"4813 BELVEDERE AVE, EVERETT, WA, 98203, UNITED STATES",JOHN DICKSON,Active
R.J. OLSON FAMILY LLC,601 810 680,WA LIMITED LIABILITY COMPANY,"4949A SHERMAN RD, DEER PARK, VI, 99006-9489, UNITED STATES","LUCENT LAW, PLLC",Active
"R.J. PAULSON JEWELRY, INC.",601 318 553,WA PROFIT CORPORATION,,ROBERT V PAULSON,Inactive
"R.K. STEWART & SON, INC.",602 751 728,FOREIGN PROFIT CORPORATION,"1216 5TH ST, CLARKSTON, WI, 99403, UNITED STATES",RICHARD J STEWART,Active
R.L. ENGEBRETSON ARCHITECTS WA LLC,602 868 376,WA LIMITED LIABILITY COMPANY,"15 BROADWAY N STE 205, FARGO, ND, 58102-4907, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Active
"R.L. JOHNSON CONSTRUCTION, INC.",602 217 049,WA PROFIT CORPORATION,,RANDAL L JOHNSON,Administratively Dissolved
R.L. JOHNSON TRUCKING LLC,603 025 585,WA LIMITED LIABILITY COMPANY,"816 4TH STREET, HOQUIAM, WA, 98550, UNITED STATES",RYAN JOHNSON,Active
R.L. PETERSON CO.,602 281 102,FOREIGN PROFIT CORPORATION,"16110 SE 106TH AVE, CLACKAMAS, OR, 97015-9503, UNITED STATES",GREG TERRANOVA,Active
"R.L. RAWSON, INC.",601 571 133,WA PROFIT CORPORATION,"4908 183RD AVE SW, ROCHESTER, WA, 98579-9192, UNITED STATES",RON L RAWSON,Active
R.L. WILKINSON L.L.C.,601 844 733,WA LIMITED LIABILITY COMPANY,,RUSSELL WILKINSON,Inactive
"R.L. WILSON, L.L.C.",602 007 921,WA LIMITED LIABILITY COMPANY,,DEBRA SOLVBERG,Inactive
"R.L. WILSON, LLC",603 279 643,WA LIMITED LIABILITY COMPANY,"8825 34TH AVE NE # L347, QUIL CEDA VLG, WA, 98271-8085, UNITED STATES",RALPH WILSON,Active
R.M. & SONS PAINTING LLC,604 165 343,WA LIMITED LIABILITY COMPANY,"3400 NE MAY ST, VANCOUVER, WA, 98661-3452, UNITED STATES",RENE RIVERA,Active
"R.M. ANDERSON, LLC",604 345 256,WA LIMITED LIABILITY COMPANY,"72 IRA LIGHT ST, STEILACOOM, WA, 98388-1639, UNITED STATES","R.M. ANDERSON, LLC",Delinquent
"R.M. HASSON, INC.",601 851 426,FOREIGN PROFIT CORPORATION,,ROBERT M HASSON,Terminated
"R.M. PERSONNEL, INC.",602 263 464,FOREIGN PROFIT CORPORATION,"4707 MONTANA AVE, EL PASO, TX, 79903","CAPITOL CORPORATE SERVICES, INC.",Terminated
"R.M. WATSON BALLARD, LLC",602 656 288,WA LIMITED LIABILITY COMPANY,"2107 ELLIOTT AVENUE, SUITE 206, SEATTLE, WA, 98121, UNITED STATES",ROBERT WATSON,Delinquent
"R.M. WATSON CO., INC.",601 576 799,WA PROFIT CORPORATION,,JOHN G YOUNG,Inactive
R.M.S. ENTERPRISES LLC DBA WATSON PLUMBING,603 567 264,FOREIGN LIMITED LIABILITY COMPANY,"5429 SE FRANCIS ST., PORTLAND, OR, 97206, UNITED STATES",SONDRA JACOBSON,Active
"R.O. ANDERSON ENGINEERING, INC.",602 675 710,FOREIGN PROFIT CORPORATION,"1603 ESMERALDA AVE, MINDEN, NV, 89423, UNITED STATES","NATIONAL REGISTERED AGENTS, INC.",Active
R.P. & SON CONSTRUCTION LLC,603 555 856,WA LIMITED LIABILITY COMPANY,"32216 39TH AVE S, FEDERAL WAY, WA, 98001, UNITED STATES",PROTE-G SERVICES,Active
R.R. & J.L. EMERSON FARMS LIMITED PARTNERSHIP,601 011 270,WA LIMITED PARTNERSHIP,,JAMES J WORKLAND,Inactive
"R.R. RICK VINCENT AND SON, LLC",603 113 314,WA LIMITED LIABILITY COMPANY,"924 STEWART AVENUE, LEWISTON, ID, 83501",SCOTT BROYLES,Administratively Dissolved
R.S. ANDERSON LIMITED LIABILITY PARTNERSHIP,602 086 623,WA LIMITED LIABILITY PARTNERSHIP,,,Inactive
R.S. ANDERSON LIMITED PARTNERSHIP,602 139 200,WA LIMITED PARTNERSHIP,,SW&W LEGAL SERVICES INC,Administratively Dissolved
"R.S. BRITTON & SONS, LLC",604 061 342,WA LIMITED LIABILITY COMPANY,"5906 N HIGHVIEW LN, SPOKANE, WA, 99217-9202, UNITED STATES",ROBERT SCOTT BRITTON,Active
R.S.V.P. PARTY LIAISONS LLC,602 791 847,WA LIMITED LIABILITY COMPANY,"1808 EAGLE HARBOR LN, BAINBRIDGE ISLAND, WA, 98110, UNITED STATES",KIRSTEN L S BOHOLST,Inactive
"R.W. ANDERSON, INC.",602 308 826,WA PROFIT CORPORATION,"612 S LUCILE ST, SEATTLE, WA, 98108-2623, UNITED STATES",RYAN ANDERSON,Active
"R.W. LARSON ASSOCIATES, P.C.",603 541 044,FOREIGN PROFIT CORPORATION,"3 FARM COLONY DR, WARREN, PA, 16365-5209, UNITED STATES",C T CORPORATION SYSTEM,Active
"RA CARLSON CONSTRUCTION, LLC",602 494 674,WA LIMITED LIABILITY COMPANY,"15324 NE 65TH CT, REDMOND, WA, 98052, UNITED STATES",D JEFFREY BURNHAM,Administratively Dissolved
RAAB & SONS CONSTRUCTION LLC,604 234 391,WA LIMITED LIABILITY COMPANY,"12630 SW CEMETERY RD, VASHON, WA, 98070-5527, UNITED STATES","UNITED STATES  CORPORATION AGENTS, INC",Active
"RABERN, LARSON & NORTH, P.S.",600 638 464,WA PROFESSIONAL SERVICE CORPORATION,,NEIL E LARSON,Inactive
"RABIA & SONS, INC.",601 860 542,WA PROFIT CORPORATION,,SHAHID IQBAL,Inactive
RABSON CONSULTING LLC,604 327 521,WA LIMITED LIABILITY COMPANY,"653 NW 88TH ST, SEATTLE, WA, 98117-3140, UNITED STATES",MATTHEW RABSON,Delinquent
RACE FOR PARKINSON'S,603 402 566,WA NONPROFIT CORPORATION,"9240 229TH PL NE, REDMOND, WA, 98053, UNITED STATES",ALLISON EASTMAN,Administratively Dissolved
"RACHAEL L. WILSON, INC.",603 024 382,WA PROFIT CORPORATION,"913 LAKEWAY DR, BELLINGHAM, WA, 98226, UNITED STATES",RACHAEL WILSON,Active
"RACHEL A ROBERTSON, ND PS",602 599 896,WA PROFIT CORPORATION,"1145 BETHEL AVE, PORT ORCHARD, WA, 98366-3125, UNITED STATES",RACHEL ROBERTSON,Active
RACHEL CARSON ELEM PTSA,602 844 177,WA NONPROFIT CORPORATION,"RACHEL CARSON ELEMENTARY PTSA, 1035 244TH AVE NE, SAMMAMISH, WA, 98074, UNITED STATES",RACHEL CARSON ELEMENTARY PTSA,Active
"RACHEL COOKSON, DO, PLLC",603 457 113,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"22905 E KIM LN, BENTON CITY, WA, 99320-6700, UNITED STATES",ROTH BUSINESS SERVICES PLLC,Active
RACHEL F. GERSON RADIOLOGY PLLC,604 171 523,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"2124 6TH AVE W, SEATTLE, WA, 98119, UNITED STATES",RACHEL F GERSON,Active
"RACHEL GIBSON BILLING, LLC",603 579 183,WA LIMITED LIABILITY COMPANY,"21631 104TH ST CT E, BONNEY LAKE, WA, 98391, UNITED STATES","UNITED STATES CORPORATION AGENTS, INC.",Administratively Dissolved
RACHEL JOHNSON CALLIGRAPHY CO LLC,604 316 275,WA LIMITED LIABILITY COMPANY,"5705 GRAHAM AVE, UNIT C, SUMNER, WA, 98390-3262, UNITED STATES",RACHEL JOHNSON,Delinquent
"RACHEL JOHNSON, PLLC",604 483 599,WA PROFESSIONAL LIMITED LIABILITY COMPANY,"1512 S 54TH ST, TACOMA, WA, 98408-4221, UNITED STATES",RACHEL JOHNSON,Active
"RACHEL LARSON, LLC",604 035 083,WA LIMITED LIABILITY COMPANY,"23211 79TH AVE E, GRAHAM, WA, 98338, UNITED STATES",RACHEL LARSON,Active
RACHEL OLSON REAL ESTATE CORP.,604 433 632,WA PROFIT CORPORATION,,"UNITED STATES  CORPORATION AGENTS, INC",Active
"RACHEL OLSSON PHOTOGRAPHY, INC.",602 136 878,WA PROFIT CORPORATION,"939 KAUHIKOA RD, HAIKU, HI, 96708, UNITED STATES",UNISEARCH INC,Active
"RADFORD & SONS ELECTRIC, L.L.C.",602 975 770,WA LIMITED LIABILITY COMPANY,"19127 18TH AVE W, LYNNWOOD, WA, 98036, UNITED STATES",BRITTANY RADFORD,Inactive
"RADICAL SONS, LLC",602 676 237,WA LIMITED LIABILITY COMPANY,"236 LOVERS LN, UNIT A, EASTSOUND, WA, 98245-9756, UNITED STATES",JEFF ZBORNIK,Active
"RADISSON HOSPITALITY, INC.",602 274 136,FOREIGN PROFIT CORPORATION,"701 CARLSON PKWY, SUITE 300, HOPKINS, MN, 55305-5248, UNITED STATES",CORPORATION SERVICE COMPANY,Active
"RADISSON HOTELS INTERNATIONAL, INC.",601 130 840,FOREIGN PROFIT CORPORATION,"701 CARLSON PARKWAY, SUITE 200, HOPKINS, MN, 55305, UNITED STATES","THE PRENTICE-HALL CORPORATION SYSTEM, INC.",Active
RADISSON HOTELS MANAGEMENT CORPORATION,601 013 939,FOREIGN PROFIT CORPORATION,"701 CARLSON PKWY, SUITE 300, HOPKINS, MN, 55305-5248, UNITED STATES","THE PRENTICE-HALL CORPORATION SYSTEM, INC.",Active
"RADSON PROPERTIES, INC.",602 788 454,WA PROFIT CORPORATION,"5400 CARILLON POINT  #412, KIRKLAND, WA, 98033, UNITED STATES",EVERGREEN DOCUMENT SERVICES LLC,Inactive
"RAE GLEASON MANAGEMENT & CONSULTING SERVICES, P.S.",603 072 675,WA PROFESSIONAL SERVICE CORPORATION,"13336 W GREENFIELD RD, NINE MILE FLS, WA, 99026-9395, UNITED STATES",RAE MARIE GLEASON,Active
RAE JOHNSON & SON LIMITED PARTNERSHIP,602 050 309,WA LIMITED PARTNERSHIP,,NANCY R SMITHSON,Inactive
"RAEL & LETSON DBA RAEL & LETSON, INC.",601 540 208,FOREIGN PROFIT CORPORATION,"2800 CAMPUS DR STE 150, SAN MATEO, CA, 94403-2554, UNITED STATES",WESLEY YODER,Active
"RAESON CONSTRUCTION, LLC",604 169 314,WA LIMITED LIABILITY COMPANY,"6145 W SARAZEN ST SE, LACEY, WA, 98513-8309, UNITED STATES",KEVN RAE,Active
"RAGNAR BENSON, LLC",603 622 848,FOREIGN LIMITED LIABILITY COMPANY,"833 FEATHERSTONE RD, ROCKFORD, IL, 61107-6301, UNITED STATES",CORPORATION SERVICE COMPANY,Active
"RAILSBACK JOHNSON, P.C.",604 120 675,WA PROFESSIONAL SERVICE CORPORATION,"7700 NE GREENWOOD DR, STE 260, VANCOUVER, WA, 98662-6798, UNITED STATES",MARSHALL K STAGG,Active
"RAIN SEASON,  LLC",603 351 805,WA LIMITED LIABILITY COMPANY,,BRYN KING,Administratively Dissolved
"RAINA HENDERSON INTERIOR DESIGN, LLC",603 401 865,WA LIMITED LIABILITY COMPANY,"5306 BALLARD AVE NW, SUITE 202, SEATTLE, WA, 98107-4366, UNITED STATES",RAINA HENDERSON,Active
"RAINBOW PLANET SONGS, INC.",600 542 290,WA PROFIT CORPORATION,,JAMES G VALLEY,Administratively Dissolved
"RAINEY-GIBSON COUNSELING SERVICES, LLC",603 551 895,WA LIMITED LIABILITY COMPANY,"401 W. MAIN ST STE A1, WALLA WALLA, WA, 99362, UNITED STATES",JENNIFER RAINEY-GIBSON,Administratively Dissolved
RAINIER CHAPTER #862 OF AMERICAN ASSOCIATION OF RETIRED     PERSONS,601 797 386,WA NONPROFIT CORPORATION,,EVA M VICTOR,Inactive
"RAINIER VETERINARY HOSPITAL, PS",603 356 618,WA PROFESSIONAL SERVICE CORPORATION,"PO BOX 257, OLYMPIA, WA, 98507-0257, UNITED STATES",DEBRA NICHOLSON,Active
RAINSONG CONSULTING LLC,604 075 249,WA LIMITED LIABILITY COMPANY,"4723 E WINFIELD CT, MEAD, WA, 99021, UNITED STATES",LYNN SMITH,Administratively Dissolved
RAINSONG I LLC,602 147 967,WA LIMITED LIABILITY COMPANY,,MICHAEL SCHUERLEIN,Administratively Dissolved
RAINSONG LLC,604 076 169,WA LIMITED LIABILITY COMPANY,"330 PARK AVE, LANGLEY, WA, 98260-9628, UNITED STATES",WILSON LAW GROUP,Active
RAINSONG RANCH LLC,602 857 519,WA LIMITED LIABILITY COMPANY,,MELINDA LADDONEILL,Administratively Dissolved
RAINTREE MASONRY & WATERPROOFING INC.,602 789 927,WA PROFIT CORPORATION,"6816 NE 131ST AVE #107, VANCOUVER, WA, 98682, UNITED STATES",HEATHER ELSTON,Inactive
"RAISON & MAURICE TECHNOLOGY PARTNERS, LLC",602 936 762,WA LIMITED LIABILITY COMPANY,"701 5TH AVE STE 4200, SEATTLE, WA, 98104, UNITED STATES",FREDERIC T KUTSCHER,Inactive
RAJ AND SONS LLC,603 142 631,WA LIMITED LIABILITY COMPANY,"2331 140TH AVE, BELLEVUE, WA, 98007, UNITED STATES",GURBUX KAUR,Administratively Dissolved
RAJSONS HOTELS LLC,602 816 506,WA LIMITED LIABILITY COMPANY,"12 EAST VALLEY MALL BLVD, YAKIMA, WA, 98903, UNITED STATES",MANISH MANGAL,Voluntarily Dissolved
RAJSONS INC.,602 048 838,WA PROFIT CORPORATION,"385 STRANDER BLVD, TUKWILA, WA, 98188, UNITED STATES",SUDEEP DIWAN,Administratively Dissolved
RAJSONS PROPERTIES INC.,602 617 632,WA PROFIT CORPORATION,"1900 S PUGET DR STE 203, RENTON, WA, 98055-4418, UNITED STATES","NORTHWEST REGISTERED AGENT, LLC",Active
"RALLYSONG, SPC",603 340 493,WA SOCIAL PURPOSE CORPORATION ,,COREY MCGUIRE,Administratively Dissolved
"RALPH A. JOHNSON, M.D. INC. P.S.",600 418 236,WA PROFESSIONAL SERVICE CORPORATION,,RALPH A JOHNSON MD,Inactive
RALPH AND SANDRA RICHARDSON MILLER FOUNDATION,602 138 100,WA NONPROFIT CORPORATION,"3210 NW 20TH CIRCLE, CAMAS, WA, 98607, UNITED STATES",SANDRA MILLER,Inactive
"RALPH D. SWENSON, D.D.S., M.S., P.S.",600 427 003,WA PROFESSIONAL SERVICE CORPORATION,,RONALD E BRALEY,Inactive
"RALPH G. SWANSON, P.S.",600 575 924,WA PROFESSIONAL SERVICE CORPORATION,,RALPH G SWANSON,Inactive
"RALPH L. SWANSON & ASSOCIATES, A LIMITED PARTNERSHIP",601 622 848,WA LIMITED PARTNERSHIP,,RALPH L SWANSON,Inactive
"RALPH LARSON CONSTRUCTION, LLC",603 402 593,WA LIMITED LIABILITY COMPANY,"19019 NE 118TH AVE, BATTLE GROUND, WA, 98604, UNITED STATES",CASSIE CRAWFORD,Active
