Business Name,Business ID,Business Type,Principal Business Office Address,Registered Agent Name,Fiscal Year Month,Status
"RATHS, RATHS & JOHNSON, INC.",82929,Foreign Profit Corporation,"500 Joliet Road, Suite 200, WILLOWBROOK, IL, 60527, USA",CORPORATION SERVICE COMPANY,12,Active
"RAUSCH, STURM, ISRAEL, ENERSON & HORNIK LLP",354074,Foreign Limited Liability Partnership,"250 N. Sunnyslope Road, Suite 300300, Brookfield, WI, 53005, USA",BUSINESS FILINGS INCORPORATED,,Active
"RAWSON & THOMAS ASSOCIATES, LLC",17153,Domestic Limited Liability Company,"9 GRIST MILL RD/POB 338, E MIDDLEBURY, VT, 05740, USA",CYNTHIA A THOMAS,12,Inactive
RAWSON ENTERPRISES,310480,Trade Name,"1176 Middletown Rd., S. Londonderry, VT, 05155, USA",Myles Rawson,,Cessated
"RAWSON FIVE ENTERPRISES, LLP",303820,Domestic Limited Liability Partnership,"1418 ROUTE 11, Londonderry, VT, 05148, USA",LUCY SHERBURNE,,Active
RAWSON LLC,17721,Domestic Limited Liability Company,"PO BOX 3174, TORTOLA, ROAD TOWN, BVI",WESLEY A MERRIAM,12,Inactive
RAWSON PIANO SERVICE,182750,Trade Name,"22 NAOMIS WAY, U 4, COLCHESTER, VT, 05449, USA",NONE,,Expired
"RAWSON PROPERTIES, INC.",108465,Domestic Profit Corporation,"MANCHESTER CTR, VT, 05255, USA",CHARLES R. EICHEL,12,Dissolved
RAWSON'S ELECTRIC INC,281259,Domestic Profit Corporation,"1418 ROUTE 11, Londonderry, VT, 05148, USA",LUCY SHERBURNE,12,Active
RAWSONHAUS LLC,362109,Domestic Limited Liability Company,"127 Moscow Rd, Stowe, VT, 05672, USA",Tessa Rawson,12,Active
"RAWSONVILLE INVESTMENTS, LLC",281758,Foreign Limited Liability Company,"675 61ST ST, OAKLAND, CA, 94609, USA",BEN WATTS,12,Inactive
"RAWSONVILLE MARKETPLACE, LTD",293302,Domestic Profit Corporation,"8749 Vt Rt 30, Rawsonville, VT, 05155, USA",E. Wilbur Rice,12,Active
RAY & SONS AUTO & RECON,171627,Trade Name,"BRIGHTON, VT, USA",NONE,,Inactive
RAY E. DAVISON FIRE EQUIPMENT COMPANY,163099,Trade Name,"170 GREEN STREET, VERGENNES, VT, 05491, USA",NONE,,Inactive
"RAY O. PARKER AND SON, INC.",61544,Domestic Profit Corporation,"PINEHURST, LYNDONVILLE, VT, 05851, USA",DEAN G. PARKER,3,Dissolved
RAY'S KINDLING & SEASONED WOOD,277468,Trade Name,"RFD 2, BOX 6346, MORRISVILLE, VT, 05661, USA",NONE,,Inactive
RAYMOND & SONS CONCRETE FINISHERS,224887,Trade Name,"18 EWELL COURT, ST. ALBANS, VT, 05478, USA",NONE,,Inactive
RAYMOND & SONS CONSTRUCTION,203894,Trade Name,"1720 KELLOGG RD, ST ALBANS, VT, 05478, USA",NONE,,Inactive
"RAYMOND & SONS CONSTRUCTION, LLC",8827,Domestic Limited Liability Company,"68 ST. ARMAND STREET, HIGHGATE, VT, 05459, USA",MICHAEL RAYMOND,12,Inactive
"RAYMOND A. SPRANO SR. AND SONS, INC.",121338,Domestic Profit Corporation,"198 WHARF STREET, ST. ALBANS BAY, VT, 05481, USA",RAYMOND A. SPRONO SR,12,Inactive
RAYMOND BORDEN & SONS,175095,Trade Name,"178 HOWARD STREET, BURLINGTON, VT, 05401, USA",NONE,,Inactive
RAYMOND C. DICKINSON & SON,165552,Trade Name,"RFD1, HANOVER, NH, 03755, USA",PAUL FLANDERS,,Inactive
RAYMOND E. PUTNAM & SONS,270495,Trade Name,"HALIFAX, VT, USA",NONE,,Inactive
RAYMOND E. PUTNAM & SONS,306597,Trade Name,"1947 Hatch School Road, Halifax, VT, 05358, USA",Jeffrey L. Putnam,,Active
RCTB DENISON LLC,5314,Domestic Limited Liability Company,"90 PROSPECT ST, PO BOX 99, ST JOHNSBURY, VT, 05819, USA",DOWNS RACHLIN MARTIN PLLC,12,Terminated
RE/MAX ALL SEASONS REALTY,292844,Trade Name,"5498 US Route 5, Derby, VT, 05829, USA",RUSSELL INGALLS,,Expired
RE/MAX ALL SEASONS REALTY,362235,Trade Name,"5498 US ROUTE 5, DERBY, VT, 05829, USA",Russell Ingalls,,Active
RE/MAX FOUR SEASONS,209383,Trade Name,"PO BOX 1783-2897 DEP, MANCHESTER CTR, VT, 05255, USA",NONE,,Expired
RE/MAX FOUR SEASONS,340348,Trade Name,"2897 Depot St, Manchester Center, VT, 05255, USA",David Citron,,Active
REALTY WORLD - FOUR SEASONS REAL ESTATE,242101,Trade Name,"ROUTE 7, MILTON, VT, 05468, USA",NONE,,Inactive
REALTY WORLD - TEESON REAL ESTATE,241045,Trade Name,"COMPLEX 159/PEARL ST, ESSEX JCT., VT, 05452, USA",NONE,,Inactive
REALTY WORLD THE WILSON GROUP,245507,Trade Name,"1961 SHELBURNE RD, SHELBURNE, VT, 05482, USA",NONE,,Inactive
"REASON TO BELIEVE, INC.",332326,Foreign Non-profit Corporation,"818 S. Oak Park Road, Covina, CA, 91724, USA",PARACORP INCORPORATED,,Active
REASONABLE ALTERNATIVES,193930,Trade Name,"141 MAIN ST., WINDSOR, VT, 05089, USA",NONE,,Inactive
REASONABLE CONSTRUCTION,285462,Trade Name,"1572 FORESTDALE RD, BRANDON, VT, 05733, USA",David Boyd,,Active
REASONABLE FACSIMILE,259161,Trade Name,"BOX 34, ROUTE 103, MOUNT HOLLY, VT, 05758, USA",NONE,,Inactive
REASONABLE SOLUTIONS,5074,Domestic Limited Liability Company,"204 PEEPER POND LN, CHARLOTTE, VT, 05445, USA",PETER MITTELSTADT,3,Inactive
"REASONABLY RAVENOUS, LLC",355545,Domestic Limited Liability Company,"3488 Ethan Allen Highway, Charlotte, VT, 05445, USA",BARBARA COTE,12,Active
REBECCA THOMPSON LLC,29984,Domestic Limited Liability Company,"151 BLUE ROCK ROAD, RICHMOND, VT, 05477, USA",REBECCA THOMPSON,12,Inactive
RED DOG MASONRY & EXCAVATION,251806,Trade Name,"PO BOX 72, 35 CIRCLE, WARREN, VT, 05674, USA",NONE,,Inactive
RED DOG MASONRY AN EXCAVATION,312188,Trade Name,"35 circle Rd, Warren,VT 05674, VT, 05674, USA",Jonathan Seitz,,Active
RED MURPHY AND SON EXCAVATING,179291,Trade Name,"1605 ROUTE 44, BROWNSVILLE, VT, 05037, USA",NONE,,Inactive
"RED SIMPSON, INC.",78533,Foreign Profit Corporation,"4615 PARLIAMENT DR, ALEXANDRIA, LA, 71303, USA",C T CORPORATION SYSTEM,12,Inactive
REGGIE SMITH & SON & DAUGHTER & MOM,234449,Trade Name,"214 MURRAY AVE, MILTON, VT, 05468, USA",NONE,,Inactive
"REGGIE SMITH & SON TRUCKING & EXCAVATING, INC",126204,Domestic Profit Corporation,"365 MURRAY AVE, MILTON, VT, 05468, USA",TERRY SMITH,12,Active
REICH-TOMKINSON LIMITED PARTNERSHIP,232262,Trade Name,"RUTLAND, VT, USA",ROBERT S. PRATT,,Inactive
"REIS URSO EWALD & ANDERSON, PLLC",20368,Domestic Professional Limited Liability Company,"60 NORTH MAIN ST, RUTLAND, VT, 05701, USA",FRANK URSO,12,Dissolved
RENÉ JOHNSON LLC,362648,Domestic Limited Liability Company,"19 Highland Circle, SPRINGFIELD, VT, 05156, USA",rene r johnson,12,Active
RENEWAL BY ANDERSON OF VT,346433,Trade Name,"270-10 MAXHAM MEADOW WAY, WOODSTOCK, VT, 05091, USA",Shane Barrows,,Active
RENT A SON HANDYMAN SERVICES,214276,Trade Name,"247 S WINOOSKI AVE, BURLINGTON, VT, 05401, USA",NONE,,Inactive
RENT-A-PC (PERSONAL COMPUTER),214371,Trade Name,"OLD STAGE RD., GRAFTON, VT, 05146, USA",NONE,,Inactive
RENTALS ONLY,175200,Trade Name,"PO BOX 1450, W DOVER, VT, 05356, USA",NONE,,Expired
RENTALS ONLY,219517,Trade Name,"ROUTE 100, P0B 540, WEST DOVER, VT, 05356, USA",NONE,,Inactive
RENTALS ONLY,312035,Trade Name,"278 RT 100 North, West Dover, VT, 05356, USA",Melissa Ellis,,Active
"RENTALS ONLY, INC.",130756,Domestic Profit Corporation,"278 ROUTE 100N, WEST DOVER, VT, 05356, USA",Melissa Ellis,12,Active
REPOSA'S MASONRY,240237,Trade Name,"263 GAZO AVENUE, BURLINGTON, VT, 05401, USA",NONE,,Inactive
REPROFESSIONALS ONLINE,292337,Trade Name,"86 N. MAIN STREET #2, BARRE, VT, 05641, USA",SAMUEL BIONDOLILLO,,Expired
RESONANCE,340772,Trade Name,"1 Mill Street, Suite 201, Burlington, VT, 05401, USA",NAZGUL ABDRAZAKOVA,,Active
RESONANCE ARTS AND FILM,49522,Domestic Non-profit Corporation,"49 LORI LANE, BURLINGTON, VT, 05401, USA",STEVE DONOSO,,Inactive
RESONANCE VERMONT LTD. CO.,363634,Domestic Limited Liability Company,"72 Old City Falls Rd, Strafford, VT, 05072, USA",Emerson Gale,12,Active
RESONANT BALANCE,359784,Trade Name,"21 Carmichael St., Suite 204, Essex Junction, VT, 05452, USA",Gabriella Sullivan,,Active
RESONANT KINESIOLOGY MEDIA PRODUCTIONS,187107,Trade Name,"41 MAIN ST., BURLINGTON, VT, 05401, USA",NONE,,Inactive
RESONANT KINESIOLOGY TRAINING PROGRAM,187108,Trade Name,"41 MAIN ST., BURLINGTON, VT, 05401, USA",NONE,,Inactive
RESONANT MEDICINE INC.,130384,Domestic Profit Corporation,"43 SOUTH MAIN STREET #2, RANDOLPH, VT, 05060, USA",Christopher Hollis,12,Active
"RESONATE DESIGN BUILD, LLC",316558,Domestic Limited Liability Company,"15 GRAVELLE DRIVE, JERICHO, VT, 05465, USA","Vermont Attorney Registered Agent Services, LLC",12,Active
RESONATE: DESIGN-BUILD,197831,Trade Name,"70 E STATE ST #3, MONTPELIER, VT, 05602, USA",NONE,,Cessated
RESONATE: HEALING WITH THE INTENT,200980,Trade Name,"SO WOODBURY, VT, USA",NONE,,Expired
RESORT MAPS OF ADDISON COUNTY,263745,Trade Name,"455 FISHER RD, CORNWALL, VT, 05753, USA",NONE,,Inactive
RETAIL VISON,159305,Trade Name,"MIDDLEBURY, VT, USA",CORPORATION SERVICE COMPANY,,Inactive
RETROSONIC AMPLIFICATION LLC,16268,Domestic Limited Liability Company,"4900 LAKE RD, FRANKLIN, VT, 05457, USA",JAE HONG,12,Inactive
"RETT EMERSON ENTERPRISES, LLC",20030,Domestic Limited Liability Company,"171 Brook Road, Strafford, VT, 05072, USA",RETT EMERSON,12,Active
"REYNOLDS & SON OF RUTLAND, INC.",90408,Domestic Profit Corporation,"3092 COLD RIVER ROAD, RUTLAND, VT, 05701, USA",BRUCE H. SEEL,12,Inactive
"REYNOLDS & SON, INC.",45327,Domestic Profit Corporation,"47 BRIDGE STREET, SOUTH BARRE, VT, 05670, USA",TODD A GOULETTE,12,Active
REYNOLDS & SONS PLUMBING & HEATING,159135,Trade Name,"454 RTE 109, WATERVILLE, VT, 05492, USA",NONE,,Inactive
RHYMES & REASONS,177867,Trade Name,"ROUTE 7, MILTON, VT, 05468, USA",NONE,,Inactive
RICH CARLSON AGENCY,214679,Trade Name,"240 S MAIN ST, RUTLAND, VT, 05701, USA",NONE,,Inactive
"RICHARD & SONS, INC.",75063,Domestic Profit Corporation,"RR#1 BOX 266, UNDERHILL, VT, 05489, USA",RICHARD ANGELINO,12,Dissolved
"RICHARD ANDERSON, LLC",297630,Domestic Limited Liability Company,"196 Pinehurst Drive, Shelburne, VT, 05482, USA",Richard Anderson,12,Active
"RICHARD K. MATTISON, INC.",124419,Domestic Profit Corporation,SAME AS ABOVE,RICHARD K. MATTISON,12,Inactive
"RICHARD L. WILLIAMSON II, LLC",282478,Domestic Limited Liability Company,"961 BARTLETT HILL RD, JEFFERSONVILLE, VT, 05464, USA",RICHARD L. WILLIAMSON II,12,Inactive
"RICHARD REED & SON, INC.",123954,Domestic Profit Corporation,"47 TAYLOR HILL, PROCTOR, VT, 05765, USA",RICHARD A REED JR,12,Active
RICHARD ROUNDS MASONRY CONTRACTOR,242082,Trade Name,"NORTH FAYSTON RD., WAITSFIELD, VT, 05673, USA",NONE,,Inactive
"RICHARD ROUNDS MASONRY CONTRACTOR, INC.",109970,Domestic Profit Corporation,"427 N. FAYSTON RD., MORETOWN, VT, 05660, USA",RICHARD ROUNDS,12,Inactive
"RICHARD RYEA & SONS MASONRY, INC.",130641,Domestic Profit Corporation,"1645 ST ALBANS ROAD, RICHFORD, VT, 05476, USA",RICHARD RYEA,7,Active
RICHARD'S ALL SEASONS LODGE,221640,Trade Name,"501 PLEASANT ST, NEWPORT, VT, 05855, USA",NONE,,Inactive
RICHARDS & SON AUTO CENTER,257034,Trade Name,"PO BOX 28, WINDSOR, VT, 05089, USA",NONE,,Inactive
RICHARDSON & REIDEL-ENVIRONMENTAL STRATEGY,183580,Trade Name,"HOLLOW RD., N. FERRISBURGH, VT, 05473, USA",NONE,,Inactive
"RICHARDSON & RICHARDSON, INC.",109056,Domestic Profit Corporation,"10 GREEN KNOLLS LANE, RUTLAND, VT, 05701, USA",EARL W. RICHARDSON,12,Dissolved
RICHARDSON & ROBERTS,287405,Trade Name,"WEATHERSFIELD, VT, USA",NONE,,Expired
RICHARDSON AND SONS FIX-IT-SHOP,153217,Trade Name,"2 CENTER STREET, PERKINSVILLE, VT, 05151, USA",NONE,,Expired
"RICHARDSON ASSOCIATES, INC.",113130,Domestic Profit Corporation,"142 MAIN STREET, BRADFORD, VT, 05033, USA",MARTHANNE CARVER,12,Inactive
RICHARDSON CONDO ASSOCIATION,261342,Trade Name,"362 MIDDLE RD, COLCHESTER, VT, 05446, USA",NONE,,Inactive
RICHARDSON CONDO ASSOCIATION LLC,32364,Domestic Limited Liability Company,"204-6 SOUTH UNION STREET, BURLINGTON, VT, 05401, USA",PENELOPE WALL,12,Active
RICHARDSON COUNTRY STORE,269493,Trade Name,"MAIN STREET, BETHEL, VT, 05032, USA",NONE,,Inactive
"RICHARDSON DAY CARE, INC.",124118,Domestic Profit Corporation,"70 SOUTH MAIN STREET, ST. ALBANS, VT, 05478, USA",JAMES RICHARDSON,12,Dissolved
RICHARDSON EASTERN FORESTRY LLC,295390,Domestic Limited Liability Company,"314 North Street, Apt 2, Burlington, VT, 05401, USA",Malcolm EB Richardson,1,Terminated
"RICHARDSON EDUCATION CONSULTING, LLC",30298,Domestic Limited Liability Company,"601 SOUTH BEACH ROAD, SO. BURLINGTON, VT, 05403, USA",NANCY B. RICHARDSON,12,Inactive
"RICHARDSON ELECTRICAL CO., INC.",53915,Foreign Profit Corporation,"17 BATCHELDER ROAD, SEABROOK, NH, 03874, USA",C T CORPORATION SYSTEM,3,Active
RICHARDSON ENGINEERING COMPANY,51169,Foreign Profit Corporation,"90 JERSEY AVENUE, NEW BRUNSWICK, NJ, 08901, USA",C T CORPORATION SYSTEM,12,Inactive
"RICHARDSON ENTERPRISES, INC.",120896,Domestic Profit Corporation,"442 West Hill Road, PO Box 492, HARDWICK, VT, 05843, USA",WILLIAM D RICHARDSON,9,Active
RICHARDSON EXPRESS TRANSPORT LLC,188,Domestic Limited Liability Company,"191 BARRE ST, APT 307, MONTPELIER, VT, 05602, USA",NICHOLAS D RICHARDSON,12,Inactive
RICHARDSON FAMILY FARM,165918,Trade Name,"112 HARLAND HILL RD, WOODSTOCK, VT, 05091, USA",NONE,,Active
"RICHARDSON G&A, INC.",78723,Foreign Profit Corporation,"34 DOVER POINT RD, DOVER, NH, 03820, USA","UNITED CORPORATE SERVICES, INC.",12,Inactive
RICHARDSON INK LLC,321185,Domestic Limited Liability Company,"56 Strongs Avenue, Rutland, VT, 05701, USA",Joshua Richardson,8,Terminated
RICHARDSON INSURANCE AGENCY,188704,Trade Name,"346, CHELSEA, VT, 05038, USA",Mark K Richardson,,Active
RICHARDSON INSURANCE AGENCY,212732,Trade Name,"97 RICHARDSON ROAD, ORANGE, VT, 05641, USA",NONE,,Inactive
RICHARDSON INSURANCE AGENCY INC,63895,Domestic Profit Corporation,"MAIN ST., BRADFORD, VT, 05033, USA",KERMIT W. RICHARDSON,12,Dissolved
RICHARDSON LAND CO.,264575,Trade Name,"RR 2, BOX 113D, GLOVER, VT, 05839, USA",MARK C. RICHARDSON,,Inactive
RICHARDSON LAND CO.,271806,Trade Name,"912 BURROUGHS RD, WHEELOCK, VT, 05851, USA",STEPHEN AMOS,,Expired
"RICHARDSON LAND COMPANY, LLC",360516,Domestic Limited Liability Company,"1340 Quarry Rd., Glover, VT, 05839, USA",Craig Richardson,12,Active
RICHARDSON MANGER COMPANY,240624,Trade Name,"42 CENTER STREET, BARRE, VT, 05641, USA",NONE,,Inactive
RICHARDSON PLACE (THE),202182,Trade Name,"2 CHURCH ST., BURLINGTON, VT, 05401, USA",NONE,,Inactive
"RICHARDSON PLACE, INC. THE",94479,Domestic Profit Corporation,"CHURCH STREET, BURLINGTON, VT, 05401, USA",J. RICHARD CORLEY,12,Dissolved
RICHARDSON PLOWING LLP,349091,Domestic Limited Liability Partnership,"314 Keep Out Drive, Lowell, VT, 05847, USA",WAYNE RICHARDSON,,Dissolved
"RICHARDSON PLOWING, LLC",349184,Domestic Limited Liability Company,"314 Keep Out Drive, Lowell, VT, 05847, USA",WAYNE RICHARDSON,12,Active
"RICHARDSON RACE, INC.",110872,Domestic Profit Corporation,"SPRINGFIELD PLAZA, PERKINSVILLE, VT, 05151, USA",JOANNE S. RICHARDSON,12,Inactive
RICHARDSON RENTALS LLC,336769,Domestic Limited Liability Company,"114 High Street, Saint Albans, VT, 05478, USA",Catherine Fitzgerald,6,Terminated
RICHARDSON RESTORATIONS,217086,Trade Name,"RFD 3, BOX 6, PUTNEY, VT, 05346, USA",NONE,,Inactive
"RICHARDSON RFPD, INC.",90512,Foreign Profit Corporation,"9201 E DRY CREEK ROAD, CENTENNIAL, CO, 80112, USA","URS Agents, LLC",12,Active
RICHARDSON ROAD BAKERY,331060,Trade Name,"277 BAYLEY HAZEN RD, GREENSBORO, VT, 05841 - 5813, USA",Susan Schulman,,Active
"RICHARDSON'S COUNTRY STORE, INC.",97466,Domestic Profit Corporation,"BETHEL, VT, USA","N. LAWRENCE NILSES, ESQ.",12,Dissolved
RICHARDSON'S HILLSIDE HOME MAINTENANCE,163510,Trade Name,"201 O'CONNOR HILL RD, LUDLOW, VT, 05149, USA",NONE,,Inactive
RICHARDSON'S LAWN CARE,357121,Trade Name,"44 hill street, north troy, VT, 05859 - 6280, USA",Adam Richardson,,Active
RICHARDSON'S STOVE STORE,158507,Trade Name,"MAIN STREET, BETHEL, VT, 05032, USA",NONE,,Inactive
RICHARDSON'S TAVERN,262132,Trade Name,"14 THE GREEN, WOODSTOCK, VT, 05091, USA",John T. Hallowell,,Active
RICHARDSON-WAYLAND ELECTRICAL COMPANY LLC,9686,Foreign Limited Liability Company,"PO BOX 12648, ROANOKE, VA, 24027, USA","BIZFILINGS, INC.",9,Inactive
RICK & SONS SECURITY & VACUUM,168790,Trade Name,"RR 2, BOX 3805, FAIRFAX, VT, 05404, USA",NONE,,Inactive
RICK BARBOUR STONE MASONRY,270713,Trade Name,"250 BAKER CROSS RD, GUILFORD, VT, 05301, USA",NONE,,Inactive
"RICK HARRISON CONSULTING, LTD.",117489,Domestic Profit Corporation,"4 FAIRVIEW DRIVE, ESSEX JCT, VT, 05452, USA",MARK MACCORMACK,12,Active
"RICK JOHNSON TRUCKING, INC.",115943,Domestic Profit Corporation,NONE,RICK JOHNSON,12,Inactive
"RICK WILSON BUILDER, INC.",58936,Domestic Profit Corporation,"NEWFANE, VT, 05345, USA",RICHARD WILSON JR,12,Dissolved
RICK WILSON PHYSICAL THERAPY INC.,126676,Domestic Profit Corporation,"680 ROUTE 22A, FAIR HAVEN, VT, 05743, USA",RICK WILSON,12,Dissolved
"RICKERT MASONRY, INC.",111774,Domestic Profit Corporation,"PO BOX 632, ESSEX JCT, VT, 05452, USA",HARLEY BROWN III ESQ,12,Dissolved
RICKETTS & SONS,341153,Trade Name,"5633 East Warren Road, Warren, VT, 05674, USA",Douglas Ricketts,,Active
RIDER AND SONS CLASSIC PAINTING,270080,Trade Name,"18 EMMETT AVE, RUTLAND, VT, 05701, USA",NONE,,Inactive
RIDERS ON THE ROAD,271450,Trade Name,"154 West St, Barton, VT, 05822, USA",NONE,,Expired
RIDGELINE MASONRY LLC,330597,Domestic Limited Liability Company,"84 Grove lane, Waterbury Ctr., VT, 05677, USA",Gary Kenyon II,12,Active
RIDLON'S ONLINE AUCTIONS,159354,Trade Name,"53 SHUNPIKE RD BX303, CUTTINGSVILLE, VT, 05738, USA",NONE,,Expired
"RIENA JACKSON, LLC",341797,Domestic Limited Liability Company,"94 Windemere Way, Colchester, VT, 05446, USA",Richard McClain,12,Active
RIGGIE AND SON'S CARPENTRY LLC,345270,Domestic Limited Liability Company,"439 Pearl St #2, St. Johnsbury, VT, 05819, USA",LUCIEN RIGGIE,12,Active
RIPLEY & SONS LLC,292856,Domestic Limited Liability Company,"38 SOUTH MAIN ST APT 6, WATERBURY, VT, 05676, USA",TROY RIPLEY,12,Terminated
RISING AND NELSON SLATE,222304,Trade Name,"PAWLET, VT, USA","RALPH E. RUDD, III",,Inactive
RISING AND NELSON SLATE,226345,Trade Name,"POULTNEY, VT, 05764, USA",NONE,,Inactive
RISING AND NELSON SLATE,287903,Trade Name,"POULTNEY, VT, USA",NEAL C VREELAND,,Expired
RISING SON CONSTRUCTION,166480,Trade Name,"PO BOX 96, MARSHFIELD, VT, 05658, USA",NONE,,Expired
"RISING SONG, STORY TELLER",243601,Trade Name,"PO BOX 4302, WHITE RIVER JC, VT, 05001, USA",NONE,,Inactive
RISING SONS CARETAKING,165317,Trade Name,"POB 272, MAIN ST., CHESTER, VT, 05143, USA",NONE,,Expired
"RITT'S ONE STOP SHOP, LLC",111,Domestic Limited Liability Company,"823 Shelburne Hinesburg Road, SHELBURNE, VT, 05482, USA",Gravel & Shea PC,12,Active
"RIVER HUDSON MUSIC, LLC",365882,Domestic Limited Liability Company,"51 Russell St. Unit C, Arlington, VT, 05250 - 1056, USA",Lorie DeHimer,12,Active
"RIVERBEND MASONRY, INC.",126530,Domestic Profit Corporation,NONE,GRAHAM H. GOVONI,12,Inactive
RIVERSIDE TOWNHOUSES ON/BATTENKILL CONDOMINIUM OWNERS ASSN.,49989,Domestic Non-profit Corporation,"BOX 1586, MANCHESTER CTR, VT, 05255, USA",PATRICIA A GLABACH,,Active
RIVERSONG DESIGN,248617,Trade Name,"MONTPELIER, VT, 05602, USA",NONE,,Inactive
RIVERSONG FARM,297941,Trade Name,"569 DOVER RD, S NEWFANE, VT, 05351, USA",JULIETTE CARR,,Cessated
RIVERSONG FARM LLC,346049,Domestic Limited Liability Company,"569 Dover Rd, South Newfane, VT, 05351, USA",JULIETTE CARR,12,Active
RIVERSONG HERBALS,191242,Trade Name,"CHITTENDEN, VT, USA",NONE,,Expired
RJ THOMPSON MACHINE,276722,Trade Name,"700 FISHER HILL RD., GRAFTON, VT, 05146, USA",NONE,,Inactive
RK JOHNSON ENTERPRISES,245308,Trade Name,"45 SOUTH ST, POULTNEY, VT, 05764, USA",NONE,,Inactive
RO MORRISON & ASSOCIATES CORP,357603,Domestic Profit Corporation,"1515 TIERRA DEL CIELO, VISTA, CA, 92084, USA",CHRISTOPHER J. DUNGWORTH,12,Dissolved
RO MORRISON & ASSOCIATES CORPORATION,359063,Domestic Profit Corporation,"1515 TIERRA DEL CIELO, VISTA, CA, 92084, USA",CHRISTOPHER J. DUNGWORTH,12,Dissolved
ROB N SONS GARDENS,195390,Trade Name,"54 GARDEN ST, WILLIAMSTOWN, VT, 05679, USA",Robert Hepburn,,Active
ROBBASON CONSULTING INC,319837,Domestic Profit Corporation,"552 Converse Bay Rd, Charlotte, VT, 05445, USA",Braxton Robbason,12,Active
ROBBASON LAW,295201,Trade Name,"1213 Route 7 North, Rutland, VT, 05701, USA","ANTONIN ROBBASON, ESQ.",,Expired
"ROBERGE & SONS MOWING, INC.",116334,Domestic Profit Corporation,"928 VT ROUTE 15, UNDERHILL, VT, 05489, USA","KOLVOORD, OVERTON & WILSON, P.C.",12,Active
ROBERT & SONS LAWN CARE,243606,Trade Name,"589 JERSEY HEIGHTS, MORRISVILLE, VT, 05661, USA",Susan audet,,Active
ROBERT A JOHNSON ASSOCIATES,178491,Trade Name,NONE,NONE,,Inactive
ROBERT A. JOHNSON ASSOCIATES,217008,Trade Name,"10 RIVERSIDE PK DR, WOODSTOCK, VT, 05091, USA",NONE,,Inactive
"ROBERT ANDERSON & COMPANY, P.C.",80842,Foreign Profit Corporation,"138 DODGE ST., BEVERLY, MA, 01915, USA",AGENT RESIGNED,12,Terminated
"ROBERT B. FERGUSON & CO., INC.",114380,Domestic Profit Corporation,"2442 DORSET WEST ROAD, DORSET, VT, 05251, USA",CORNELIA C T FERGUSON,12,Dissolved
"ROBERT B. RALEIGH & SONS INSURANCE, INC.",114915,Domestic Profit Corporation,"2 CHAMPLAIN COMMONS SUITE 5, SAINT ALBANS, VT, 05478, USA",DAVID B RALEIGH,12,Active
ROBERT BENWARE CARPENTRY & MASONRY,150787,Trade Name,"27 OLD TERRACE, BELLOWS FALLS, VT, 05101, USA",JACQUELINE BENWARE,,Inactive
ROBERT BLOOD MASONRY CONSTRUCTION,202811,Trade Name,"1406 HINESBURG RD, S. BURLINGTON, VT, 05401, USA",NONE,,Inactive
ROBERT CHARLES GLEASON LLC,358195,Domestic Limited Liability Company,"4271 Rt 5 N, Newbury, VT, 05051, USA",Robert Charles Gleason,12,Active
ROBERT E DUNKLEE & SONS,363433,Trade Name,"72 Flat St, Brattleboro, VT, 05301, USA",Lester Dunklee,,Active
ROBERT E. DUNKLEE & SONS,223893,Trade Name,"72-74 FLAT ST., BRATTLEBORO, VT, 05301, USA",NONE,,Inactive
ROBERT G. THOMSON REAL ESTATE,243058,Trade Name,"ROCKINGHAM, VT, 05101, USA",NONE,,Inactive
ROBERT GAINES & SON,264474,Trade Name,"RD #3, BOX 111, GUILFORD, VT, 05301, USA",NONE,,Inactive
"ROBERT H. CLARKSON INSURANCE AGENCY, LLC",16784,Foreign Limited Liability Company,"401 W. MAIN ST STE 1502, LOUISVILLE, KY, 40202, USA",CORPORATION SERVICE COMPANY,12,Active
ROBERT H. GIBSON RIVER GARDEN,292783,Trade Name,"105 PARTRIDGE ROAD, E. DUMMERSTON, VT, 05346, USA",ORLY MUNZING,,Active
ROBERT H. GIBSON RIVERGARDEN,271867,Trade Name,"45 WALNUT ST, BRATTLEBORO, VT, 05301, USA",THEODORE KRAMER SR ESQ,,Inactive
"ROBERT HANSON, LLC",25365,Domestic Limited Liability Company,"5 LAVOIE DRIVE, ESSEX JUNCTION, VT, 05452, USA",ROBERT HANSON,12,Dissolved
ROBERT J. COOK'S 4 SEASONS SERVICE,168449,Trade Name,"HINESBURG, VT, 05461, USA",NONE,,Inactive
ROBERT J. JOHNSON CONSTRUCTION,239162,Trade Name,"148 MAPLE AVE, Northfield, VT, 05663, USA",Robert J Johnson,,Active
ROBERT J. JOHNSON CONSTRUCTION & INSULATION,185989,Trade Name,"148 MAPLE AVE, NORTHFIELD, VT, 05663, USA",Robert J Johnson,,Active
"ROBERT J. WATSON, INC.",95355,Domestic Profit Corporation,"60 TIMBERLANE, SO BURLINGTON, VT, 05403, USA",JAMES DONOHUE,12,Dissolved
