Entity Type,Entity #,Entity Name,Name Type,Status
Nonprofit Corporation,114616,Sons of the American Legion Sea Scouts,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10038354,Sons of the American Legion Squadron #28,Legal Name,Good Standing
Religious Corporation,93652,"Sons of Thunder Ministries & Publications, Inc.",Legal Name,Good Standing
Religious Corporation,93652,"Sons of Thunder Publications, Inc.",Previous Legal Name,Good Standing
Limited Liability Company,10017187,Sons of Winter LLC,Legal Name,Voluntarily Dissolved
Business Name Registration,10012984,SONS OF WINTER PRODUCTIONS,Legal Name,Expired Name
Business Corporation,93270,"Sons, Inc.",Legal Name,Good Standing
Limited Partnership,2624PD,SONSHINE ESTATES,Legal Name,Non-Compliant
Nonprofit Corporation,62567D,SONSHINE HOUSE DAY CARE AND PRESCHOOL,Legal Name,Involuntarily Dissolved
Limited Liability Company,10087566,SonsOfThunder LLC,Legal Name,Good Standing
Limited Partnership,10119402,"SONTRUST ASSETS, LIMITED PARTNERSHIP",Legal Name,Good Standing
Limited Liability Company,10117608,"SonTrust Properties, LLC",Legal Name,Good Standing
Business Corporation,127930,"Sorenson Communications, Inc.",Legal Name,Revoked
Limited Liability Company,10008840,"Sorenson Forensics, L.L.C.",Legal Name,Withdrawn
Limited Liability Company,10065782,"Sorenson Forensics, LLC",Legal Name,Revoked
Business Corporation,73273D,"SORENSON'S FISHING ADVENTURES, INC.",Legal Name,Good Standing
Business Name Registration,98560,Sound Deals Online,Legal Name,Expired Name
Limited Liability Company,103055,"SPEISER & SONS, LLC",Legal Name,Involuntarily Dissolved
Business Name Registration,114421,Spernak & Son,Legal Name,Expired Name
Business Corporation,41028D,"SPERNAK & SON, INC.",Legal Name,Voluntarily Dissolved
Limited Liability Company,10028816,"Spernak & Son, LLC",Legal Name,Good Standing
Limited Liability Company,99562,St Georges on the Alexander Lodge LLC,Legal Name,Involuntarily Dissolved
Business Corporation,10032234,"Stan Boyett & Son, Inc.",Legal Name,Good Standing
Limited Liability Company,77625D,"STANLEY & SONS, LLC",Legal Name,Good Standing
Business Corporation,126889,STANSON LIMITED LIABILITY CORPORATION,Legal Name,Involuntarily Dissolved
Business Corporation,75192F,"STARMED HEALTH PERSONNEL, INC.",Legal Name,Merged
Limited Liability Company,10038402,Statson Properties LLC,Legal Name,Good Standing
Limited Liability Company,109145,"Stephenson Bros. Construction, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,70584D,STEPHENSON WELDING INCORPORATED,Legal Name,Involuntarily Dissolved
Limited Liability Company,10036707,Stepovich & Son's Mining LLC,Legal Name,Non-Compliant
Nonprofit Corporation,83276D,"STERLING MASONIC LODGE HOLDING COMPANY, INC.",Legal Name,Good Standing
Business Corporation,62225D,STETSON INCORPORATED,Legal Name,Voluntarily Dissolved
Limited Liability Company,122113,"Stetson Investments, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,92407,"Steuart/Edson Yacht, LLC",Legal Name,Involuntarily Dissolved
Professional Corporation,18851D,"STEVEN E. NATHANSON, M.D. A PROFESSIONAL CORPORATION",Legal Name,Involuntarily Dissolved
Limited Liability Company,10027123,"Steven Nelson Consulting, LLC",Legal Name,Good Standing
Limited Liability Company,10040526,"STEVEN P. JOHNSON M.D., LLC",Legal Name,Non-Compliant
Business Name Registration,29709,STEWART & STEVENSON,Legal Name,Expired Name
Business Corporation,78109F,"STEWART & STEVENSON EMPLOYEE SERVICES, INC.",Previous Legal Name,Withdrawn
Business Corporation,62511F,"STEWART & STEVENSON INTERNATIONAL, INC.",Legal Name,Withdrawn
Business Corporation,56501F,"STEWART & STEVENSON POWER, INC.",Legal Name,Withdrawn
Business Corporation,58695F,"STEWART & STEVENSON SERVICES, INC.",Legal Name,Withdrawn
Business Corporation,56970F,"STEWART & STEVENSON TECHNICAL SERVICES, INC.",Legal Name,Withdrawn
Business Corporation,73135F,"STEWART & STEVENSON VEHICLE SERVICES, INC.",Previous Legal Name,Merged
Limited Liability Company,98292,"Stinson 957C, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10088436,"Stinson Aviation Company, LLC",Legal Name,Good Standing
Business Corporation,88274F,"STINSON FINANCIAL GROUP, INC.",Legal Name,Revoked
Limited Liability Company,131892,"Stinson Properties, LLC",Legal Name,Revoked
Limited Liability Company,10027237,"Stinson Properties, LLC",Legal Name,Revoked
Business Corporation,109470,"Stone Castle Masonry, LTD.",Legal Name,Involuntarily Dissolved
Business Corporation,10056143,"STONE CASTLE MASONRY, LTD.",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10014491,Stop The Giveaway! Vote Yes on Prop 1.,Previous Legal Name,Good Standing
Business Corporation,86120F,STORESONLINE INC.,Legal Name,Withdrawn
Business Corporation,10032838,Stradling Yocca Carlson & Rauth a Professional Corporation,Legal Name,Revoked
Business Corporation,10068715,Stradling Yocca Carlson & Rauth Corporation,Assumed Name,Revoked
Business Corporation,10068715,"STRADLING YOCCA CARLSON & RAUTH, A PROFESSIONAL CORPORATION",Legal Name,Revoked
Business Corporation,10032838,"Stradling Yocca Carlson & Rauth, P. Corp",Assumed Name,Revoked
Limited Liability Company,86983D,"STRANDBERG & SONS, LLC",Legal Name,Good Standing
Business Corporation,63286D,"STRINGER & SON CONSTRUCTION, INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10033920,"Stringer and Son Construction, Incorporated",Legal Name,Involuntarily Dissolved
Limited Liability Company,94911,Stubby & Sons ATV L.L.C.,Legal Name,Involuntarily Dissolved
Limited Liability Company,115398,Stubby & Sons Services LLC.,Legal Name,Involuntarily Dissolved
Limited Liability Company,70309D,"SUDSBURY'S & SONS, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,99332,Sullivan & Sons Monuments And More LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,70426D,"SULLIVAN AND SON'S MONUMENT AND GRANITE COMPANY, LLC",Legal Name,Voluntarily Dissolved
Business Corporation,10034992,"Summers Thompson Lowry, Inc.",Legal Name,Good Standing
Business Corporation,65613D,SUMMIT SEASONINGS SPICE COMPANY,Legal Name,Involuntarily Dissolved
Limited Liability Company,120125,Summit Songs Music Group LLC,Legal Name,Good Standing
Business Corporation,10014797,"SunTrust Robinson Humphrey, Inc.",Legal Name,Good Standing
Limited Liability Company,116730,Susan Greenlee Sonneborn LLC,Legal Name,Involuntarily Dissolved
Business Corporation,85393D,"SUSAN J. ANDERSON, D.C., INC.",Legal Name,Involuntarily Dissolved
Business Corporation,10034014,"Susan J. Anderson, D.C., Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,10097792,Susan Olson DMD INC,Legal Name,Good Standing
Limited Liability Company,97375,"Svendson Properties, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,53311F,"SVENSON & WALLACE, INC.",Legal Name,Revoked
Business Corporation,122795,"SWANSON CONSTRUCTION, INC.",Legal Name,Good Standing
Nonprofit Corporation,86940D,"SWANSON ESTATES TOWNHOUSE HOMEOWNERS' ASSOCIATION, INC.",Legal Name,Good Standing
Business Corporation,60385F,SWANSON FISHING COMPANY,Legal Name,Revoked
Business Corporation,6080F,"SWANSON GENERAL CONTRACTORS, INC.",Legal Name,Good Standing
Limited Liability Company,10022416,"Swanson Groves, LLC",Legal Name,Good Standing
Business Corporation,10030536,Swanson Holding Company,Legal Name,Good Standing
Limited Liability Company,114071,"SWANSON INVESTMENTS, LLC",Legal Name,Good Standing
Limited Liability Company,10019708,"SWANSON PROPERTIES, LLC",Legal Name,Good Standing
Business Corporation,10011283,"Swanson Rink, Inc.",Legal Name,Good Standing
Limited Liability Company,10029631,"Swanson River Oil Pipeline, LLC",Legal Name,Good Standing
Business Corporation,67148F,"SWANSON STEEL COMPANY, INC.",Legal Name,Withdrawn
Business Corporation,117212,"Swanson Steel Erectors, Inc.",Legal Name,Good Standing
Limited Liability Company,10082515,"Swanson's Alaska, LLC",Legal Name,Good Standing
Limited Liability Company,10059313,"Swanson's Liquor Store, LLC",Previous Legal Name,Good Standing
Nonprofit Corporation,10037664,"SWANSON-SHERROD PTO, INC.",Legal Name,Good Standing
Limited Liability Company,118762,Swenson Alaska Holding LLC.,Legal Name,Involuntarily Dissolved
Limited Liability Company,10039854,SWENSON ALASKA LLC,Legal Name,Good Standing
Limited Liability Company,84901D,SWENSON ALASKA PROPERTIES LLC,Legal Name,Good Standing
Business Corporation,64950D,"SWENSON CONSTRUCTION, INC.",Previous Legal Name,Good Standing
Limited Liability Company,129702,"Swenson Family, LLC",Legal Name,Good Standing
Limited Liability Company,133082,Swenson Marine Services LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,91447,Swenson Marine Transport A Limited Liability Company,Legal Name,Involuntarily Dissolved
Limited Liability Company,10035353,Swenson Surgical LLC,Legal Name,Good Standing
Business Corporation,10814D,"SWENSON TRUCKING & EXCAVATING, INC.",Legal Name,Involuntarily Dissolved
Business Name Registration,26463,SWENSON'S APPLIANCE,Legal Name,Expired Name
Limited Liability Company,93569,SystemsOne LLC,Legal Name,Involuntarily Dissolved
Business Corporation,128558,"T. B. Penick & Sons, Inc.",Legal Name,Withdrawn
Business Corporation,22741D,"T. FERGUSON CONSTRUCTION, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,112325,"T. JASON HARRIS, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,51780F,"T.D. WILLIAMSON, INC.",Legal Name,Good Standing
Business Corporation,10000238,"TakeLessons, Inc.",Legal Name,Good Standing
Business Corporation,24380D,"TANNER & SONS, INC.",Legal Name,Voluntarily Dissolved
Limited Liability Company,116826,Tanson Construction LLC,Legal Name,Involuntarily Dissolved
Limited Liability Company,10110963,"Tanson Construction, LLC",Legal Name,Good Standing
Limited Liability Company,10025599,Team SonsofThunder LLC,Legal Name,Voluntarily Dissolved
Limited Liability Company,92113,"Teeling & Sons, LLC",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,53981D,"TENAKEE HOT SPRING CHAPTER #4994 OF AMERICAN ASSOCIATON OF RETIRED PERSON, INC.",Legal Name,Involuntarily Dissolved
Business Name Registration,87330,TENNYSON TRANSCODE,Legal Name,Expired Name
Business Corporation,96038,TerraSond Limited,Legal Name,Good Standing
Business Corporation,82393D,"TEWSON CHIROPRACTIC CLINIC, INC.",Legal Name,Involuntarily Dissolved
Professional Corporation,43545D,"TEWSON CHIROPRACTIC CLINIC, P.C.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10097939,Thayne Dawson DMD LLC,Legal Name,Good Standing
Business Corporation,1082H,"THE ALASKA-SMITHSON GOLD MINING COMPANY, INCORPORATED",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,121405,The Albertsons Companies Foundation,Legal Name,Good Standing
Limited Liability Company,10090752,The Anderson Agency LLC,Legal Name,Good Standing
Limited Liability Company,10043088,"The Anderson Group AK, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,10087737,"The Anderson Group, Inc.",Legal Name,Good Standing
Limited Liability Company,119881,The Angelson Alaska LLC,Legal Name,Good Standing
Nonprofit Corporation,18006D,"THE BETTY ELIASON CHILD CARE CENTER, INC.",Legal Name,Good Standing
Limited Liability Company,115961,The Branson House B&B LLC.,Legal Name,Involuntarily Dissolved
Business Corporation,105620,"The Carpenter's Son Handyman Services, Inc",Legal Name,Involuntarily Dissolved
Business Corporation,76348F,THE CHRISTOPHERSON CORPORATION,Legal Name,Revoked
Nonprofit Corporation,60365D,"THE CREST AT LAWSON CREEK CONDOMINIUM ASSOCIATION, INC.",Legal Name,Good Standing
Limited Liability Company,10014959,The Danielson Group LLC,Legal Name,Revoked
Nonprofit Corporation,110524,The Dream Lives on The Dave Bruchhauser Fund,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,111148,The Georgeson Botanical Garden Society,Legal Name,Good Standing
Business Corporation,99644,"The Gibson Group, Inc.",Legal Name,Involuntarily Dissolved
Business Corporation,72670F,"THE GLEASON AGENCY, INC.",Legal Name,Revoked
Business Corporation,10011231,The Hawkinson Corp,Legal Name,Good Standing
Business Corporation,52306D,THE JACOBSON CORPORATION,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10015312,THE JACOBSSON FOUNDATION,Legal Name,Involuntarily Dissolved
Limited Liability Company,10091304,The Johnson Group LLC,Legal Name,Good Standing
Business Name Registration,30306,THE JORGENSON HOUSE,Legal Name,Expired Name
Business Corporation,55644F,THE LARSON COMPANY,Legal Name,Withdrawn
Limited Liability Company,10058158,"The Law Office of Bradly A. Carlson, L.L.C.",Legal Name,Good Standing
Professional Corporation,51144D,"THE LAW OFFICES OF BRENT A. JOHNSON, P.C.",Legal Name,Involuntarily Dissolved
Professional Corporation,36119D,THE LAW OFFICES OF JEFFREY D. JEFFERSON A PROFESSIONAL CORPORATION,Legal Name,Involuntarily Dissolved
Limited Liability Company,71524D,"THE LAW OFFICES OF WAYNE G. DAWSON, LLC",Previous Legal Name,Good Standing
Limited Liability Company,10080009,"The Lodges on the Old Mountain Road, LLC",Legal Name,Good Standing
Limited Liability Company,95258,"The Lofts on Eleventh, LLC",Legal Name,Good Standing
Nonprofit Corporation,10012752,The Lofts on Sixteenth Condominium Association,Legal Name,Good Standing
Limited Liability Company,10017469,"The MacPherson Group, LLC",Legal Name,Good Standing
Limited Liability Company,10059679,The Mason Jar LLC,Legal Name,Good Standing
Business Corporation,132440,"The Mason Team, Inc.",Legal Name,Good Standing
Limited Liability Company,10006145,The MS Thompson A Family Limited Partnership,Previous Legal Name,Good Standing
Limited Liability Company,10006145,"The MS Thompson A Family, LLC",Legal Name,Good Standing
Limited Liability Company,133114,"The Nelson Solutions, .L.LC.",Legal Name,Involuntarily Dissolved
Nonprofit Corporation,10090934,The Nelson Wilderness Learning Center,Legal Name,Good Standing
Nonprofit Corporation,61231D,"THE PATTERSON HEIGHTS HOMEOWNERS ASSOCIATION, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,10035095,THE PERSONAL PRODUCER NETWORK LLC,Legal Name,Good Standing
Limited Liability Company,94172,The Peterson Alaska LLC,Legal Name,Involuntarily Dissolved
Business Corporation,43506D,"THE PETERSON BAY COMPANY, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,61882F,"THE ROBINSON -HUMPHREY COMPANY, LLC",Legal Name,Withdrawn
Limited Liability Company,10092520,The Robinson Group LLC,Legal Name,Good Standing
Limited Liability Company,10025181,"The Rush Is On, LLC",Legal Name,Involuntarily Dissolved
Limited Liability Company,10092832,The Seasonals LLC,Legal Name,Good Standing
Nonprofit Corporation,28217D,THE SHELDON JACKSON COLLEGE FOUNDATION,Legal Name,Voluntarily Dissolved
Nonprofit Corporation,98484,The Sheldon Jackson College Foundation,Legal Name,Involuntarily Dissolved
Nonprofit Corporation,94825,"The Sonoran Institute, Inc.",Legal Name,Revoked
Limited Partnership,73379PD,THE SONS OF SAXTON LIMITED PARTNERSHIP,Legal Name,Non-Compliant
Limited Liability Company,77029D,"THE THOMPSON COMPANY, LLC",Legal Name,Involuntarily Dissolved
Business Corporation,135875,"The Watson Group, Incorporated",Legal Name,Involuntarily Dissolved
Business Name Registration,10081348,THE WILSON AGENCY,Legal Name,Active Name
Limited Liability Company,57375D,"THE WILSON AGENCY, LLC.",Previous Legal Name,Voluntarily Dissolved
Business Corporation,10005169,"THOMAS AND SONS ELECTRIC, INC.",Legal Name,Good Standing
Business Corporation,10005169,"THOMAS AND SONS ELECTRIC, LLC",Previous Legal Name,Good Standing
Professional Corporation,16385D,"THOMAS J. HARRISON, M.D., A PROFESSIONAL CORPORATION",Legal Name,Voluntarily Dissolved
Business Corporation,22377D,"THOMAS M. ROBINSON, PH D., INC.",Legal Name,Voluntarily Dissolved
Business Corporation,22377D,"THOMAS M. ROBINSON, PH D., P.C.",Previous Legal Name,Voluntarily Dissolved
Business Name Registration,96143,Thomason Mechanical,Legal Name,Expired Name
Business Corporation,51652F,THOMASON MECHANICAL CORPORATION,Legal Name,Revoked
Business Corporation,88852F,THOMASON MECHANICAL CORPORATION,Previous Legal Name,Withdrawn
Business Corporation,109891,"Thompson & Associates, Inc",Legal Name,Good Standing
Business Name Registration,122309,Thompson & Company Public Relations,Legal Name,Expired Name
Limited Liability Company,103783,Thompson & Walsh Communications L.L.C.,Legal Name,Good Standing
Limited Liability Company,10102203,Thompson Apartments LLC,Legal Name,Good Standing
Business Corporation,74363D,"THOMPSON CLEANING & MAINTENANCE, INC.",Legal Name,Involuntarily Dissolved
Limited Liability Company,75785D,"THOMPSON CONSTRUCTION, LLC",Legal Name,Involuntarily Dissolved
Name Reservation,10043750,Thompson Consulting,Legal Name,Expired Name
Limited Liability Company,100727,"Thompson Delivery, LLC",Legal Name,Involuntarily Dissolved
